amount,status,date,fee_id,affiliate_id,created_at
100,Pagado,2005-08-01,1,117,2005-04-01 00:00:00.000000000
2290,Pagado,1999-02-01,1,120,1980-02-01 00:00:00.000000000
1620,Pagado,2005-11-01,1,120,1999-03-01 00:00:00.000000000
300,Pagado,2001-10-01,1,121,2000-08-01 00:00:00.000000000
200,Pagado,2002-08-01,1,121,2001-11-01 00:00:00.000000000
80,Pagado,2002-12-01,1,121,2002-09-01 00:00:00.000000000
100,Pagado,2003-05-01,1,121,2003-01-01 00:00:00.000000000
20,Pagado,2003-06-01,1,121,2003-06-01 00:00:00.000000000
60,Pagado,2003-09-01,1,121,2003-07-01 00:00:00.000000000
60,Pagado,2003-12-01,1,121,2003-10-01 00:00:00.000000000
20,Pagado,2003-12-01,1,121,2003-12-01 00:00:00.000000000
40,Pagado,2004-02-01,1,121,2004-01-01 00:00:00.000000000
60,Pagado,2004-03-01,1,121,2004-01-01 00:00:00.000000000
1200,Pagado,2004-05-01,1,121,1999-03-01 00:00:00.000000000
20,Pagado,2005-03-01,1,121,2005-03-01 00:00:00.000000000
20,Pagado,2005-04-01,1,121,2005-04-01 00:00:00.000000000
40,Pagado,2005-06-01,1,121,2005-05-01 00:00:00.000000000
60,Pagado,2005-09-01,1,121,2005-07-01 00:00:00.000000000
20,Pagado,2005-10-01,1,121,2005-10-01 00:00:00.000000000
20,Pagado,2005-11-01,1,121,2005-11-01 00:00:00.000000000
200,Pagado,2006-10-01,1,121,2006-01-01 00:00:00.000000000
280,Pagado,2007-12-01,1,121,2006-11-01 00:00:00.000000000
200,Pagado,2008-10-01,1,121,2008-01-01 00:00:00.000000000
280,Pagado,2009-12-01,1,121,2008-11-01 00:00:00.000000000
20,Pagado,2010-01-01,1,121,2010-01-01 00:00:00.000000000
220,Pagado,2010-12-01,1,121,2010-02-01 00:00:00.000000000
720,Pagado,2013-12-01,1,121,2011-01-01 00:00:00.000000000
140,Pagado,2000-04-01,1,122,1999-10-01 00:00:00.000000000
200,Pagado,2001-02-01,1,122,2000-05-01 00:00:00.000000000
200,Pagado,2001-12-01,1,122,2001-03-01 00:00:00.000000000
200,Pagado,2002-08-01,1,122,2002-11-01 00:00:00.000000000
200,Pagado,2002-10-01,1,122,2002-01-01 00:00:00.000000000
20,Pagado,2003-09-01,1,122,2003-09-01 00:00:00.000000000
100,Pagado,2004-02-01,1,122,2003-10-01 00:00:00.000000000
100,Pagado,2004-07-01,1,122,2004-03-01 00:00:00.000000000
100,Pagado,2004-12-01,1,122,2004-08-01 00:00:00.000000000
240,Pagado,2005-12-01,1,122,2005-01-01 00:00:00.000000000
4320,Pagado,2023-12-01,1,122,2006-01-01 00:00:00.000000000
90,Pagado,2024-03-01,1,122,2024-01-01 00:00:00.000000000
60,Pagado,1999-02-01,1,123,1998-09-01 00:00:00.000000000
60,Pagado,1999-05-01,1,123,1999-03-01 00:00:00.000000000
60,Pagado,1999-08-01,1,123,1999-06-01 00:00:00.000000000
60,Pagado,1999-11-01,1,123,1999-09-01 00:00:00.000000000
60,Pagado,2000-02-01,1,123,1999-12-01 00:00:00.000000000
60,Pagado,2000-02-01,1,123,1999-12-01 00:00:00.000000000
200,Pagado,2001-03-01,1,123,2000-06-01 00:00:00.000000000
100,Pagado,2001-08-01,1,123,2001-04-01 00:00:00.000000000
200,Pagado,2002-06-01,1,123,2001-09-01 00:00:00.000000000
100,Pagado,2002-12-01,1,123,2002-07-01 00:00:00.000000000
100,Pagado,2003-04-01,1,123,2002-12-01 00:00:00.000000000
123,Pagado,2003-06-01,1,123,2003-05-01 00:00:00.000000000
60,Pagado,2003-09-01,1,123,2003-07-01 00:00:00.000000000
20,Pagado,2003-10-01,1,123,2003-10-01 00:00:00.000000000
20,Pagado,2003-11-01,1,123,2003-11-01 00:00:00.000000000
20,Pagado,2003-12-01,1,123,2003-12-01 00:00:00.000000000
20,Pagado,2004-01-01,1,123,2004-01-01 00:00:00.000000000
20,Pagado,2004-03-01,1,123,2004-03-01 00:00:00.000000000
80,Pagado,2004-12-01,1,123,2004-09-01 00:00:00.000000000
20,Pagado,2005-01-01,1,123,2005-01-01 00:00:00.000000000
80,Pagado,2005-05-01,1,123,2005-02-01 00:00:00.000000000
40,Pagado,2005-07-01,1,123,2005-06-01 00:00:00.000000000
60,Pagado,2005-10-01,1,123,2005-08-01 00:00:00.000000000
40,Pagado,2005-12-01,1,123,2005-11-01 00:00:00.000000000
120,Pagado,2006-06-01,1,123,2006-01-01 00:00:00.000000000
2240,Pagado,1999-02-01,1,124,1980-07-01 00:00:00.000000000
20,Pagado,2001-12-01,1,124,2001-12-01 00:00:00.000000000
1260,Pagado,2004-05-01,1,124,1999-03-01 00:00:00.000000000
1060,Pagado,2008-10-01,1,124,2004-06-01 00:00:00.000000000
200,Pagado,2009-08-01,1,124,2008-11-01 00:00:00.000000000
4340,Pagado,2000-02-01,1,126,1982-02-01 00:00:00.000000000
160,Pagado,2000-10-01,1,126,2000-03-01 00:00:00.000000000
140,Pagado,2002-03-01,1,127,2001-09-01 00:00:00.000000000
200,Pagado,2003-01-01,1,127,2002-04-01 00:00:00.000000000
140,Pagado,2003-08-01,1,127,2003-02-01 00:00:00.000000000
60,Pagado,2007-08-01,1,127,2007-06-01 00:00:00.000000000
60,Pagado,2007-11-01,1,127,2007-09-01 00:00:00.000000000
100,Pagado,2009-05-01,1,127,2009-01-01 00:00:00.000000000
190,Pagado,1999-05-01,1,128,1998-02-01 00:00:00.000000000
200,Pagado,2000-03-01,1,128,1999-06-01 00:00:00.000000000
200,Pagado,2001-01-01,1,128,2000-04-01 00:00:00.000000000
200,Pagado,2001-11-01,1,128,2001-02-01 00:00:00.000000000
100,Pagado,2002-04-01,1,128,2001-12-01 00:00:00.000000000
1870,Pagado,1997-12-01,1,131,1982-06-01 00:00:00.000000000
380,Pagado,1999-02-01,1,133,1996-01-01 00:00:00.000000000
660,Pagado,2001-11-01,1,133,1999-03-01 00:00:00.000000000
20,Pagado,2001-12-01,1,133,2001-12-01 00:00:00.000000000
60,Pagado,2002-03-01,1,133,2002-01-01 00:00:00.000000000
650,Pagado,1999-02-01,1,134,1993-10-01 00:00:00.000000000
180,Pagado,1999-11-01,1,134,1999-03-01 00:00:00.000000000
390,Pagado,1985-10-01,1,139,1985-08-01 00:00:00.000000000
se le dejo sms,Pagado,2001-12-01,1,141,2001-12-01 00:00:00.000000000
1260,Pagado,2004-05-01,1,141,1999-03-01 00:00:00.000000000
1760,Pagado,1997-02-01,1,146,1982-07-01 00:00:00.000000000
200,Pagado,1997-11-01,1,146,1997-02-01 00:00:00.000000000
120,Pagado,2002-12-01,1,147,2002-07-01 00:00:00.000000000
120,Pagado,2003-12-01,1,147,2003-07-01 00:00:00.000000000
120,Pagado,2004-06-01,1,147,2004-01-01 00:00:00.000000000
120,Pagado,2005-12-01,1,147,2005-07-01 00:00:00.000000000
120,Pagado,2006-06-01,1,147,2006-01-01 00:00:00.000000000
120,Pagado,2006-12-01,1,147,2006-07-01 00:00:00.000000000
120,Pagado,2007-06-01,1,147,2007-01-01 00:00:00.000000000
120,Pagado,2007-06-01,1,147,2007-01-01 00:00:00.000000000
120,Pagado,2007-12-01,1,147,2007-07-01 00:00:00.000000000
120,Pagado,2008-06-01,1,147,2008-01-01 00:00:00.000000000
120,Pagado,2008-12-01,1,147,2008-07-01 00:00:00.000000000
120,Pagado,2009-06-01,1,147,2009-01-01 00:00:00.000000000
120,Pagado,2009-12-01,1,147,2009-07-01 00:00:00.000000000
120,Pagado,2010-06-01,1,147,2010-01-01 00:00:00.000000000
120,Pagado,2010-12-01,1,147,2010-07-01 00:00:00.000000000
120,Pagado,2011-06-01,1,147,2011-01-01 00:00:00.000000000
120,Pagado,2011-12-01,1,147,2011-07-01 00:00:00.000000000
120,Pagado,2012-06-01,1,147,2012-01-01 00:00:00.000000000
120,Pagado,2012-12-01,1,147,2012-07-01 00:00:00.000000000
1660,Pagado,1999-12-01,1,149,1987-01-01 00:00:00.000000000
20,Pagado,2001-12-01,1,153,2001-12-01 00:00:00.000000000
1420,Pagado,2008-11-01,1,153,2003-01-01 00:00:00.000000000
1000,Pagado,1987-11-01,1,156,1983-10-01 00:00:00.000000000
1930,Pagado,1999-03-01,1,158,1983-04-01 00:00:00.000000000
1560,Pagado,1999-07-01,1,159,1987-01-01 00:00:00.000000000
20,Pagado,2001-12-01,1,161,2001-12-01 00:00:00.000000000
500,Pagado,2006-06-01,1,161,2004-06-01 00:00:00.000000000
200,Pagado,2007-05-01,1,161,2006-08-01 00:00:00.000000000
300,Pagado,2008-08-01,1,161,2007-06-01 00:00:00.000000000
20,Pagado,2001-12-01,1,162,2001-12-01 00:00:00.000000000
100,Pagado,2002-10-01,1,162,2002-06-01 00:00:00.000000000
100,Pagado,2003-03-01,1,162,2002-11-01 00:00:00.000000000
100,Pagado,2003-03-01,1,162,2002-11-01 00:00:00.000000000
2230,Pagado,2000-03-01,1,163,1982-10-01 00:00:00.000000000
20,Pagado,2001-12-01,1,165,2001-12-01 00:00:00.000000000
2150,Pagado,2002-04-01,1,165,1987-02-01 00:00:00.000000000
20,Pagado,2001-12-01,1,166,2001-12-01 00:00:00.000000000
1060,Pagado,2008-10-01,1,166,2004-06-01 00:00:00.000000000
1600,Pagado,1999-09-01,1,167,1987-01-01 00:00:00.000000000
1600,Pagado,2007-01-01,1,170,2000-06-01 00:00:00.000000000
220,Pagado,2007-12-01,1,170,2007-02-01 00:00:00.000000000
210,Pagado,1999-02-01,1,171,1997-06-01 00:00:00.000000000
200,Pagado,1999-12-01,1,171,1999-03-01 00:00:00.000000000
100,Pagado,2000-05-01,1,171,2000-01-01 00:00:00.000000000
100,Pagado,2000-10-01,1,171,2000-06-01 00:00:00.000000000
100,Pagado,2001-03-01,1,171,2000-11-01 00:00:00.000000000
20,Pagado,2001-12-01,1,172,2001-12-01 00:00:00.000000000
1420,Pagado,2005-11-01,1,173,2000-01-01 00:00:00.000000000
1690,Pagado,1996-12-01,1,176,1982-12-01 00:00:00.000000000
1480,Pagado,1999-03-01,1,179,1983-06-01 00:00:00.000000000
20,Pagado,2001-12-01,1,182,2001-12-01 00:00:00.000000000
1240,Pagado,2004-05-01,1,182,1999-03-01 00:00:00.000000000
20,Pagado,2001-12-01,1,183,2001-12-01 00:00:00.000000000
1240,Pagado,2004-05-01,1,183,1999-03-01 00:00:00.000000000
200,Pagado,1998-12-01,1,184,1997-05-01 00:00:00.000000000
20,Pagado,1999-02-01,1,184,1999-01-01 00:00:00.000000000
140,Pagado,1999-09-01,1,184,1999-03-01 00:00:00.000000000
60,Pagado,2002-09-01,1,187,2002-07-01 00:00:00.000000000
60,Pagado,2002-11-01,1,187,2002-10-01 00:00:00.000000000
120,Pagado,2003-06-01,1,187,2003-01-01 00:00:00.000000000
40,Pagado,2003-08-01,1,187,2003-07-01 00:00:00.000000000
80,Pagado,2003-12-01,1,187,2003-09-01 00:00:00.000000000
240,Pagado,2004-12-01,1,187,2004-01-01 00:00:00.000000000
40,Pagado,2005-02-01,1,187,2005-01-01 00:00:00.000000000
40,Pagado,2005-04-01,1,187,2005-03-01 00:00:00.000000000
60,Pagado,2005-07-01,1,187,2005-05-01 00:00:00.000000000
60,Pagado,2005-10-01,1,187,2005-08-01 00:00:00.000000000
40,Pagado,2005-12-01,1,187,2005-11-01 00:00:00.000000000
150,Pagado,1999-03-01,1,188,1998-01-01 00:00:00.000000000
200,Pagado,2000-01-01,1,188,1999-04-01 00:00:00.000000000
200,Pagado,2000-11-01,1,188,2000-02-01 00:00:00.000000000
100,Pagado,2001-05-01,1,188,2001-01-01 00:00:00.000000000
100,Pagado,2001-10-01,1,188,2001-06-01 00:00:00.000000000
200,Pagado,2002-08-01,1,188,2001-11-01 00:00:00.000000000
100,Pagado,2003-01-01,1,188,2002-09-01 00:00:00.000000000
240,Pagado,2004-01-01,1,188,2003-02-01 00:00:00.000000000
40,Pagado,2005-11-01,1,188,2004-12-01 00:00:00.000000000
80,Pagado,2006-03-01,1,188,2005-12-01 00:00:00.000000000
1000,Pagado,2010-05-01,1,188,2006-04-01 00:00:00.000000000
1000,Pagado,2014-07-01,1,188,2010-06-01 00:00:00.000000000
1000,Pagado,2018-08-01,1,188,2014-08-01 00:00:00.000000000
700,Pagado,2021-07-01,1,188,2018-09-01 00:00:00.000000000
500,Pagado,2023-08-01,1,188,2021-08-01 00:00:00.000000000
100,Pagado,2024-01-01,1,188,2023-09-01 00:00:00.000000000
180,Pagado,2024-07-01,1,188,2024-02-01 00:00:00.000000000
150,Pagado,2024-12-01,1,188,2024-08-01 00:00:00.000000000
210,Pagado,2025-07-01,1,188,2025-01-01 00:00:00.000000000
150,Pagado,2025-12-01,1,188,2025-08-01 00:00:00.000000000
300,Pagado,2026-10-01,1,188,2026-01-01 00:00:00.000000000
20,Pagado,2001-12-01,1,193,2001-12-01 00:00:00.000000000
40,Pagado,2002-08-01,1,193,2002-07-01 00:00:00.000000000
80,Pagado,2002-12-01,1,193,2002-09-01 00:00:00.000000000
100,Pagado,2003-05-01,1,193,2003-01-01 00:00:00.000000000
140,Pagado,2003-12-01,1,193,2003-06-01 00:00:00.000000000
200,Pagado,2004-10-01,1,193,2004-01-01 00:00:00.000000000
100,Pagado,2005-03-01,1,193,2004-11-01 00:00:00.000000000
200,Pagado,2006-01-01,1,193,2005-04-01 00:00:00.000000000
200,Pagado,2006-11-01,1,193,2006-02-01 00:00:00.000000000
100,Pagado,2007-04-01,1,193,2006-12-01 00:00:00.000000000
160,Pagado,2007-12-01,1,193,2007-05-01 00:00:00.000000000
60,Pagado,2008-03-01,1,193,2008-01-01 00:00:00.000000000
40,Pagado,2008-05-01,1,193,2008-04-01 00:00:00.000000000
60,Pagado,2008-08-01,1,193,2008-06-01 00:00:00.000000000
20,Pagado,2008-09-01,1,193,2008-09-01 00:00:00.000000000
20,Pagado,2008-10-01,1,193,2008-10-01 00:00:00.000000000
20,Pagado,2008-11-01,1,193,2008-11-01 00:00:00.000000000
20,Pagado,2008-12-01,1,193,2008-12-01 00:00:00.000000000
60,Pagado,2009-03-01,1,193,2009-01-01 00:00:00.000000000
40,Pagado,2009-05-01,1,193,2009-04-01 00:00:00.000000000
40,Pagado,2009-07-01,1,193,2009-06-01 00:00:00.000000000
20,Pagado,2009-08-01,1,193,2009-08-01 00:00:00.000000000
40,Pagado,2009-10-01,1,193,2009-09-01 00:00:00.000000000
20,Pagado,2009-11-01,1,193,2009-11-01 00:00:00.000000000
40,Pagado,2010-01-01,1,193,2009-12-01 00:00:00.000000000
40,Pagado,2010-03-01,1,193,2010-02-01 00:00:00.000000000
40,Pagado,2010-05-01,1,193,2010-04-01 00:00:00.000000000
100,Pagado,2010-10-01,1,193,2010-06-01 00:00:00.000000000
20,Pagado,2010-11-01,1,193,2010-11-01 00:00:00.000000000
80,Pagado,2011-03-01,1,193,2010-12-01 00:00:00.000000000
60,Pagado,2011-06-01,1,193,2011-04-01 00:00:00.000000000
60,Pagado,2011-09-01,1,193,2011-07-01 00:00:00.000000000
40,Pagado,2011-11-01,1,193,2011-10-01 00:00:00.000000000
80,Pagado,2012-03-01,1,193,2011-12-01 00:00:00.000000000
40,Pagado,2012-05-01,1,193,2012-04-01 00:00:00.000000000
60,Pagado,2012-08-01,1,193,2012-06-01 00:00:00.000000000
60,Pagado,2012-11-01,1,193,2012-09-01 00:00:00.000000000
60,Pagado,2013-02-01,1,193,2012-12-01 00:00:00.000000000
60,Pagado,2013-05-01,1,193,2013-03-01 00:00:00.000000000
60,Pagado,2013-08-01,1,193,2013-06-01 00:00:00.000000000
60,Pagado,2013-11-01,1,193,2013-09-01 00:00:00.000000000
20,Pagado,2013-12-01,1,193,2013-12-01 00:00:00.000000000
80,Pagado,2014-04-01,1,193,2014-01-01 00:00:00.000000000
20,Pagado,2014-05-01,1,193,2014-05-01 00:00:00.000000000
20,Pagado,2014-06-01,1,193,2014-06-01 00:00:00.000000000
20,Pagado,2014-07-01,1,193,2014-07-01 00:00:00.000000000
40,Pagado,2014-09-01,1,193,2014-08-01 00:00:00.000000000
60,Pagado,2014-12-01,1,193,2014-10-01 00:00:00.000000000
100,Pagado,2015-05-01,1,193,2015-01-01 00:00:00.000000000
40,Pagado,2015-10-01,1,193,2015-09-01 00:00:00.000000000
80,Pagado,2016-04-01,1,193,2016-01-01 00:00:00.000000000
100,Pagado,2016-09-01,1,193,2016-05-01 00:00:00.000000000
60,Pagado,2016-12-01,1,193,2016-10-01 00:00:00.000000000
60,Pagado,2017-03-01,1,193,2017-01-01 00:00:00.000000000
80,Pagado,2017-07-01,1,193,2017-04-01 00:00:00.000000000
40,Pagado,2017-09-01,1,193,2017-08-01 00:00:00.000000000
60,Pagado,2017-12-01,1,193,2017-10-01 00:00:00.000000000
100,Pagado,2018-05-01,1,193,2018-01-01 00:00:00.000000000
100,Pagado,2018-10-01,1,193,2018-06-01 00:00:00.000000000
40,Pagado,2018-12-01,1,193,2018-11-01 00:00:00.000000000
